alias,category,city,id,latitude,longitude,price,rating,review_count,zip_code
cold-stone-creamery-la-mirada-2,"['icecream', 'customcakes', 'cupcakes']",La Mirada,ztsUm1qEIbHaJBA8AkzFyg,33.898733,-118.005563,1,3.0,48.0,90638
sakuraya-gardena,"['bakeries', 'candy', 'desserts']",Gardena,ztpgj0a_FVc5eokbocwVAA,33.8841821,-118.3090251,1,4.5,221.0,90247
julians-tortilleria-hawaiian-gardens,['mexican'],Hawaiian Gardens,ztm3t2M127fSXHisK2z1vw,33.83181381,-118.06889340000001,1,4.0,322.0,90716
blaze-fast-fired-pizza-culver-city,"['pizza', 'salad', 'hotdogs']",Culver City,ztllNH_Zj-LEo9UFyD3vlQ,34.00697737,-118.4125439,1,3.5,951.0,90230
kindness-and-mischief-coffee-los-angeles,['coffee'],Los Angeles,ztYxM5znfbCSvMDt5jC-Zg,34.1088511,-118.19459509999999,1,4.5,241.0,90042
zinqué-west-hollywood-2,"['french', 'wine_bars']",West Hollywood,ztNZZHKmJOyVXM32WiyXcQ,34.081263,-118.38266100000001,2,4.0,745.0,90069
mitaki-poke-and-sushi-long-beach-2,"['japanese', 'sushi', 'poke']",Long Beach,ztCXJuCbCrUwKfxqL2LyTQ,33.821419,-118.18535700000001,1,4.0,76.0,90807
fiesta-martin-mexican-grill-inglewood-3,"['mexican', 'latin', 'breakfast_brunch']",Inglewood,zt5MFq6w5_Zj7vYUpRjigg,33.980146000000005,-118.35784699999999,2,4.0,867.0,90302
astro-doughnuts-and-fried-chicken-santa-monica,"['chickenshop', 'donuts']",Santa Monica,zsuq9PLfL_Ot3M1Bat3yDg,34.004706799999994,-118.4862591,2,3.5,68.0,90405
northern-cafe-los-angeles-8,['chinese'],Los Angeles,zspOzXI4JrwdCvN6DL1JSA,34.0457875,-118.4655867,2,4.0,166.0,90025
ez-burger-and-grill-upland,"['burgers', 'hotdogs']",Upland,zsXi6_dEqFqMgKQS-tLsnQ,34.09986135,-117.6704564,1,4.0,62.0,91786
panda-express-marina-del-rey,"['chinese', 'hotdogs']",Marina Del Rey,zsM22vopEUbcQobQNMhS5w,33.98602,-118.43983999999999,1,2.5,97.0,90292
la-costa-azul-pacoima,['mexican'],Pacoima,zsB0Ayp_RBaUF47Wk2SkOA,34.24725099,-118.42020910000001,2,3.5,44.0,91331
starbucks-montebello,['coffee'],Montebello,zsAyMp1kAocxCi91GbGSrQ,34.017499,-118.10621200000001,1,3.0,154.0,90640
world-seafood-restaurant-alhambra,"['seafood', 'dimsum', 'cantonese']",Alhambra,zrwJkh-BHE1IwMvIj8bnkA,34.07787041,-118.12276940000001,2,3.0,140.0,91801
chile-verde-long-beach,['mexican'],Long Beach,zrqJz4Ne-jrJV8ov8nTEXw,33.80472,-118.19023,1,2.5,76.0,90806
golden-dragon-tea-room-los-angeles-2,['tea'],Los Angeles,zrj4AF_Eaje0q050X58cPg,34.04020533,-118.4650033,2,4.5,9.0,90025
italys-little-kitchen-los-angeles,['italian'],Los Angeles,zraGqgNUkbDajsuolB4Ogg,33.96007919,-118.4190903,2,3.5,421.0,90045
arts-district-brewing-company-los-angeles,"['arcades', 'pubs', 'breweries']",Los Angeles,zrA3Jo1oQZU7BvQyhKjdDg,34.044621761677796,-118.23532380146601,2,4.0,973.0,90013.0
wok-n-roll-long-beach,"['chinese', 'ramen', 'panasian']",Long Beach,zqiER16zZy5So4gwsfIysg,33.7866125,-118.13808440000001,1,3.5,350.0,90804
crazy-tacos-los-angeles-4,"['foodtrucks', 'mexican']",Los Angeles,zqfLsLComZqbgyg_FnH4nQ,34.045565100000005,-118.24940169999999,1,4.0,22.0,90013
bon-appetit-los-angeles-4,['sandwiches'],Los Angeles,zqZd396KInOj6ty-y-hULw,34.06218,-118.41581000000001,1,4.0,21.0,90067
daves-burgers-long-beach,['burgers'],Long Beach,zqWxgPZU0CDU7VYgidcDCA,33.81832026,-118.1848367,1,4.5,392.0,90807
5-line-tavern-los-angeles,"['cocktailbars', 'gastropubs', 'beerbar']",Los Angeles,zqNoHN9RmS-292KNb1pUvg,34.13895474,-118.2133553,2,4.0,374.0,90041
cest-la-vie-lounge-north-hollywood,"['tobaccoshops', 'hookah_bars', 'lounges']",North Hollywood,zqJJvgY45s1CfXXMOzTCGA,34.20204408,-118.41337709999999,1,4.5,71.0,91605
the-naked-ramen-agoura-hills,"['ramen', 'popuprestaurants']",Agoura Hills,zqHfQwT65Z3P6HeB8sNlcg,34.147968,-118.78263799999999,2,3.5,89.0,91301
babas-cafe-oak-park,"['mediterranean', 'sandwiches']",Oak Park,zq8eabqo4oEQJz1_GKtx9Q,34.18387205,-118.78418,2,4.5,123.0,91377
thirsty-isle-long-beach,"['pubs', 'divebars']",Long Beach,zq76mRN8qOpjvySe9P9JTg,33.832513,-118.141772,1,3.5,219.0,90808
flores-cafe-carson,"['mexican', 'karaoke', 'tradamerican']",Carson,zq2pxf_XZuuxkdCiXsUM7Q,33.83121943,-118.24075330000001,2,3.5,83.0,90745
taco-beach-long-beach,['mexican'],Long Beach,zq-ux0kyQba2KUKswrXgqA,33.76967020000001,-118.19250490000002,2,3.0,593.0,90802
stater-bros-markets-covina-3,"['grocery', 'delis', 'butcher']",Covina,zpvZ8amewLRFYRyTzoXVbA,34.09800054,-117.8735335,2,3.5,81.0,91722
jeremys-coffee-shop-la-crescenta-2,"['diners', 'breakfast_brunch', 'tradamerican']",La Crescenta,zpqW7UhlqLuvZI5m4CHLHQ,34.21444279999999,-118.2445375,2,4.0,400.0,91214
the-habit-burger-grill-la-canada-flintridge,"['burgers', 'salad', 'sandwiches']",La Canada-Flintridge,zpnSbSQEb1JwrYQEaYXN5g,34.205040999999994,-118.19975,2,3.5,213.0,91011
rendezvous-cafe-temple-city-3,"['coffee', 'taiwanese']",Temple City,zpgc2MpmNF8eykSQNk1oUQ,34.1064809,-118.0613239,1,3.5,206.0,91780
fish-tail-grill-and-poke-santa-clarita,"['seafood', 'fishnchips', 'poke']",Santa Clarita,zpdXAS6MN4_1jS33KFt-qw,34.44272624,-118.5736969,2,4.0,712.0,91355
ay-papa-que-rico-arleta,"['cuban', 'caribbean', 'latin']",Arleta,zpamkyBk8NMwbs7sxGk8lQ,34.254179,-118.439158,2,4.5,293.0,91331
ombra-glendale,"['wine_bars', 'diners', 'cocktailbars']",Glendale,zpRDtNfGOGLS54pwImjdzg,34.143568,-118.256547,2,4.0,140.0,91210
tacos-el-primo-los-angeles-9,"['tacos', 'streetvendors']",Los Angeles,zpQfRpjW_J_g7OhtkIv2FQ,34.032937700000005,-118.38214769999999,1,4.5,147.0,90034
windows-lounge-los-angeles,['lounges'],Los Angeles,zpD7HiUpvBSpiawXrTHUJQ,34.0725674,-118.38945890000002,3,4.5,28.0,90048
candela-los-angeles,"['mexican', 'lounges', 'venues']",Los Angeles,zpCjv61s-5b-WJSd8opFvA,34.0596284,-118.3451919,2,4.0,647.0,90036
charo-chicken-seal-beach,"['mexican', 'chicken_wings']",Seal Beach,zoqus_w5RKANadmX-yTPXw,33.74413,-118.10318000000001,1,4.0,123.0,90740
la-revancha-long-beach,['mexican'],Long Beach,zoc4HaQEdZc4rzEYxlLTKA,33.782489399999996,-118.160399,1,3.5,108.0,90804
shellback-tavern-manhattan-beach,"['divebars', 'tradamerican']",Manhattan Beach,zoXseSuxvkkv-IkmYBzT2g,33.88433,-118.41115,2,3.5,298.0,90266
hambones-bar-and-grill-bellflower,"['bbq', 'seafood', 'sandwiches']",Bellflower,zo8tSQyimTdV_5yp5RoU9g,33.88380432,-118.12419890000001,2,4.0,574.0,90706
in-n-out-burger-hollywood,"['hotdogs', 'burgers']",Hollywood,zo2AEDj10wcFZ3550vEB2A,34.09817486,-118.3417185,1,4.0,1594.0,90028
armanis-mediterranean-bakery-and-food-palmdale,"['mediterranean', 'bakeries', 'armenian']",Palmdale,znq6DOv69ngbSAycqZW0HQ,34.571153,-118.04566100000001,1,4.5,265.0,93552
the-new-pizza-place-torrance,['pizza'],Torrance,zneKEeXiILiT6TLudt8aGQ,33.8850414,-118.31941470000001,1,2.0,1.0,90504
cafe-rio-san-dimas,"['mexican', 'salad', 'soup']",San Dimas,znbt1eudsnkjnZC0mHHk_Q,34.11370436,-117.82708810000001,1,3.0,353.0,91773
china-wok-pomona,['chinese'],Pomona,znXh0TZJjbgBY175OCqzgQ,34.062262700000005,-117.7874051,1,4.0,92.0,91768
wingstop-san-pedro,['chicken_wings'],San Pedro,znW8JKwy_niG-C2eol8mkg,33.743592,-118.29186200000001,2,3.5,161.0,90731
madison-and-park-coffee-west-hollywood,['coffee'],West Hollywood,znR-dD1qxt_VqQMJQDT9KA,34.09048,-118.35288,2,4.0,96.0,90046
pioneer-chicken-bell-gardens,"['chickenshop', 'chicken_wings', 'fishnchips']",Bell Gardens,znNsBFBJW05Jq10718xc1w,33.9658441,-118.1519534,1,4.0,398.0,90201
maxs-restaurant-glendale-glendale-2,"['filipino', 'seafood', 'breakfast_brunch']",Glendale,znEKghXteVgPyaUboU1Dsg,34.1470335,-118.2586131,2,3.5,911.0,91204
thai-chili-house-northridge,"['thai', 'seafood', 'noodles']",Northridge,zn7DG8WCXHpGiX1fiU3j_w,34.235094000000004,-118.52776899999999,1,3.5,142.0,91325
las-marias-monrovia,['mexican'],Monrovia,zmmYbiBiY2TuuUGuZOw8lQ,34.150940999999996,-118.00839599999999,1,4.5,180.0,91016
vanilla-bake-shop-los-angeles-2,['bakeries'],Los Angeles,zmeP-1m_sIzX10ewEZzhOA,33.9440935,-118.4083894,2,2.5,25.0,90045
mariscos-4-vientos-los-angeles-7,"['seafood', 'mexican']",Los Angeles,zmNWy6B9EcY5yscpee56oQ,34.0186999460514,-118.20697914203899,1,4.5,34.0,90023.0
las-vegas-bar-la-habra,"['divebars', 'newamerican']",La Habra,zmJecTuvip4t3YWXEEt8Ew,33.93889531,-117.9393865,2,2.5,12.0,90631
cafe-at-the-getty-center-los-angeles-2,['cafes'],Los Angeles,zm3vq1SwB2UNKCu28-SRTA,34.07781303,-118.47567649999999,2,3.0,68.0,90049
eboshi-ramen-bar-lomita-3,"['noodles', 'tapas', 'ramen']",Lomita,zlwpdkr5vsIE1sFBB4c4zg,33.805158,-118.324781,2,4.0,329.0,90717
frolic-room-los-angeles,['divebars'],Los Angeles,zlpqHLjIxmgKSh9fV16PxA,34.10184,-118.32592,2,4.0,440.0,90028
sichuan-classic-kitchen-artesia-3,['szechuan'],Artesia,zlow4TphcuY9XhoIKPtXIA,33.869112,-118.08156399999999,1,4.5,49.0,90701
mcdonalds-los-angeles-41,"['burgers', 'hotdogs', 'coffee']",Los Angeles,zlhD9PQ7F0ef5ls74v-xLw,34.035270000000004,-118.23813999999999,1,2.0,84.0,90021
mcdonalds-torrance-9,"['hotdogs', 'burgers', 'coffee']",Torrance,zlap1Aa2fdNMxMjnxJN5tQ,33.856813,-118.300225,1,2.0,13.0,90501
yoshinoya-walnut-walnut-3,['japanese'],Walnut,zlYhep7W93cxQcNkvV_IHg,34.0449325,-117.84912890000001,1,2.5,113.0,91789
subway-restaurants-inglewood-3,['sandwiches'],Inglewood,zlTc8BcP-WruNd72AXO6pw,33.94593048,-118.3530121,1,2.5,12.0,90301
blue-star-los-angeles-5,"['donuts', 'coffee']",Los Angeles,zlSkvwIPtqwaUadSzUQdiA,33.9913373,-118.46931629999999,2,3.5,557.0,90291
soul-food-renaissance-long-beach,"['soulfood', 'southern']",Long Beach,zlDEMQ4OT5El_2fQDmKGng,33.87529,-118.16901000000001,2,4.0,121.0,90805
toscanova-calabasas-calabasas,['italian'],Calabasas,zkmqovZ3c5Hv53cRUiN0ZQ,34.15329526,-118.64652509999999,2,3.0,465.0,91302
green-corner-cafe-glendale,"['newamerican', 'vegan', 'vegetarian']",Glendale,zkjzg_67dxXG1ddLURP4vw,34.1594551,-118.267205,2,4.5,415.0,91202
curry-bowl-indian-express-los-angeles,['indpak'],Los Angeles,zkgtSC5wVC2-T3c27fQdwg,34.07323,-118.37661999999999,2,4.5,41.0,90048
donuts-plus-south-el-monte-3,"['donuts', 'juicebars', 'sandwiches']",South El Monte,zkfNmFF6lVOuhQhl7Kfznw,34.06302458,-118.06343490000002,1,2.5,3.0,91733
antojitos-tropicales-los-angeles,['mexican'],Los Angeles,zkUZkH7Yw93cn1pSGoOMJg,34.017194399999994,-118.26918590000001,1,3.0,2.0,90011.0
le-petit-cafe-glendale,['cafes'],Glendale,zkAgZts1sFgz4kobwyIvGA,34.1607781,-118.25523740000001,1,4.0,133.0,91202
ragtop-ferns-bbq-los-angeles-3,"['bbq', 'foodstands']",Los Angeles,zjpIxBlON9lw5CPJSJjPSg,34.0727092,-118.28776509999999,2,5.0,18.0,90004.0
flower-drum-restaurant-inglewood,['chinese'],Inglewood,zjkXup4Qbp1kkM-RP27dWg,33.94574738,-118.36299129999999,2,3.5,33.0,90304
trimana-grill-culver-city,"['tradamerican', 'salad']",Culver City,zjRA08jFTGyjgxaCDtx8sA,33.98854,-118.38453999999999,1,3.0,21.0,90230
oh-happy-days-natural-food-grocery-and-cafe-altadena,"['healthmarkets', 'vegetarian']",Altadena,zjQimOcE5oCFQIMyxUnfGg,34.185074,-118.13178909999998,1,4.5,118.0,91001
miss-donuts-and-bakery-torrance,"['donuts', 'bakeries']",Torrance,zjJEZYaC2rHz6kl-KBafQw,33.865447700000004,-118.31050959999999,1,4.0,37.0,90504
oggis-santa-clarita,"['pizza', 'sportsbars', 'breweries']",Santa Clarita,zj2xOCJ3nBMfDwfUXgc3kw,34.41553992,-118.46340320000002,2,3.5,392.0,91351
7-eleven-sunland-2,"['convenience', 'coffee']",Sunland,zj1rKGgU7_JxRIooR5zlbQ,34.24667001,-118.3571197,1,1.0,1.0,91040
patrick-molloys-sports-pub-hermosa-beach-3,"['newamerican', 'sportsbars']",Hermosa Beach,zig2wABIzRnkA15vtNmv3A,33.8620838,-118.40068079999999,2,3.5,640.0,90254
chile-verde-gardena-2,"['mexican', 'hotdogs']",Gardena,zia6cnW8MFO8NsB5I3MrtQ,33.8731449,-118.30019990000001,1,3.5,33.0,90248
rudolphs-bar-and-tea-los-angeles-2,"['lounges', 'tea', 'cocktailbars']",Los Angeles,ziSrbe_50vOnQE4jI_Md9A,34.044814,-118.25666000000001,2,4.0,43.0,90014.0
wienerschnitzel-bellflower,"['hotdogs', 'hotdog', 'sandwiches']",Bellflower,ziNHz9RIeltgwzDJ12N2RA,33.87325287,-118.1164703,1,2.0,23.0,90706
ihop-hollywood-6,"['breakfast_brunch', 'tradamerican', 'burgers']",Hollywood,ziGkXrgi_QHij_HuuPDDhg,34.097735,-118.341828,2,3.0,240.0,90028
baby-blues-bbq-los-angeles-4,"['bbq', 'catering']",Los Angeles,ziFEekgYx0kSfY1k2OvvLA,34.07823198,-118.2611483,2,3.5,179.0,90026
cafe-delishs-los-angeles-2,"['cafes', 'juicebars', 'breakfast_brunch']",Los Angeles,ziEtBi30Ddou9OGZ5mwsjw,34.06265,-118.36183,1,4.0,17.0,90048
el-rey-de-los-antojos-lokos-inglewood,"['desserts', 'mexican']",Inglewood,ziCYw3rP4rQvE71Sj_VpgA,33.93850401,-118.3543275,2,4.0,5.0,90304
taco-bell-lynwood,"['hotdogs', 'mexican', 'tex-mex']",Lynwood,zhhVfVudbfmy6pqH1p7x4g,33.930904999999996,-118.18346299999999,1,2.5,29.0,90262
on-the-rox-west-hollywood,"['bars', 'musicvenues']",West Hollywood,zhdgNncUdVrc_-Ja2bIFEg,34.09081947,-118.3879731,2,3.5,36.0,90069
pollo-campero-los-angeles-6,"['chicken_wings', 'latin', 'hotdogs']",Los Angeles,zhSRmaq2S9S7DGOb1AMUHQ,34.05648,-118.27762,1,2.5,34.0,90057
mcdonalds-long-beach-10,"['hotdogs', 'burgers', 'coffee']",Long Beach,zhEZikbVHpYAvTiuDyJfKw,33.8612655,-118.16818300000001,1,1.5,84.0,90805
waba-grill-long-beach,"['hotdogs', 'asianfusion']",Long Beach,zh9pNUq70RXUjn-7blwAyg,33.86678,-118.18562,1,3.0,51.0,90805
fortune-gourmet-kitchen-los-angeles,['cantonese'],Los Angeles,zgrn4ASqGcltVUAnO60mRg,34.061761,-118.23952299999999,1,4.0,230.0,90012.0
don-chuy-mexican-restaurant-bellflower,['mexican'],Bellflower,zgqj3ieiS3ocdfctdNjfxw,33.890102,-118.12516509999999,1,4.5,134.0,90706
sweetfin-poké-santa-monica,"['poke', 'japanese', 'gluten_free']",Santa Monica,zgZq0K1nTAyU2v5-ukQmqw,34.01892,-118.4894,2,4.0,1116.0,90401
mcdonalds-buena-park-2,"['hotdogs', 'burgers', 'coffee']",Buena Park,zgFZLKqECHHYzQa_8utTBg,33.85788993,-118.01084340000001,1,2.0,101.0,90620
shakeys-pizza-parlor-inglewood-2,"['pizza', 'buffets']",Inglewood,zg-R3-WECIW3pKimE5ZiCg,33.95299692,-118.373051,2,4.0,117.0,90301
high-rooftop-lounge-venice,"['lounges', 'tapasmallplates', 'venues']",Venice,zfeodwJ1BCRJl-cbRBHjpQ,33.986956,-118.47245,2,3.5,662.0,90291
village-tandoor-northridge,"['indpak', 'desserts', 'seafood']",Northridge,zf__7DJ0fJPC3CirplKdIQ,34.257125099999996,-118.53848059999999,2,3.5,420.0,91324
northgate-market-long-beach-3,"['grocery', 'bakeries', 'mexican']",Long Beach,zfJFORZkzaEWNTX9lr1mwQ,33.7789896,-118.1670692,1,2.5,42.0,90804
dominos-pizza-rancho-palos-verdes-2,"['pizza', 'chicken_wings', 'sandwiches']",Rancho Palos Verdes,zetIfVUlX72MWw2Us7bNPw,33.748160999999996,-118.40620600000001,1,1.5,44.0,90275
young-dong-nohrehbang-los-angeles,"['karaoke', 'korean']",Los Angeles,zemavtNcCOaA9TGf1Vmt4g,34.063943,-118.301128,2,4.0,245.0,90020.0
groundwork-coffee-co-los-angeles-31,"['coffee', 'breakfast_brunch', 'catering']",Los Angeles,zeiOI-Y70XvGnPOPbdzC4w,34.16892799,-118.3776426,2,4.0,350.0,91601
anarbagh-indian-restaurant-westlake-village,['indpak'],Westlake Village,zeV-cwGvnXZ54RjOo7XvXA,34.1553441,-118.79261399999999,2,4.5,541.0,91362
es-todo-vegan-street-food-los-angeles-2,"['mexican', 'vegan', 'burgers']",Los Angeles,zeNsMXDCOgerEmx3TXAVFg,34.0347424480836,-118.234042257927,2,4.5,46.0,90021.0
no-name-taco-stand-los-angeles,['streetvendors'],Los Angeles,zeLosYWJbIO3R_wsY_z00A,34.07770184,-118.1782301,1,4.0,1.0,90032
mix-bowl-cafe-pomona,"['thai', 'seafood']",Pomona,zeKXevjLfW478Q4EbE2ezg,34.073815,-117.71898,1,3.0,954.0,91767
colonial-bakery-long-beach,['bakeries'],Long Beach,zeJMAzU60XWkQPl-MGSAwg,33.771466700000005,-118.1938549,1,4.0,47.0,90802
kitchen24-west-hollywood,"['breakfast_brunch', 'tradamerican', 'cocktailbars']",West Hollywood,zeI67-HryNnphV4-r-3nag,34.088563,-118.3785973,2,3.5,1102.0,90069
hangar-18-los-angeles-4,"['sportsbars', 'tradamerican']",Los Angeles,zeDX5kME9OelDk7TmlCdzw,33.946462,-118.384497,2,3.5,41.0,90045
crimsin-san-pedro,"['lounges', 'danceclubs']",San Pedro,ze8wgfb7P_Jerxe2sxbmTw,33.738490999999996,-118.28448200000001,2,3.5,106.0,90731
starbucks-santa-clarita-5,['coffee'],Santa Clarita,ze7MsFPrfARELgS09d8E-A,34.372059,-118.51631200000001,1,3.5,82.0,91321
phillys-best-burbank,['cheesesteaks'],Burbank,ze5CV4zfDKkerhScOUGO_g,34.16930099,-118.3212708,1,4.0,443.0,91506
mendocino-farms-west-hollywood,"['sandwiches', 'salad']",West Hollywood,zdb_15IAH6Ia_V6buaJxCg,34.09040748,-118.34581259999999,2,4.0,763.0,90046
meshuga-4-sushi-los-angeles,"['sushi', 'kosher', 'japanese']",Los Angeles,zdS8vzh9eZfFGcb11z5QkA,34.08106,-118.3437,2,3.5,95.0,90036
the-station-arcadia,"['sportsbars', 'divebars']",Arcadia,zdCvP4pMO3psuV-YNek_hw,34.12546,-118.05453999999999,1,4.0,108.0,91007
susiecakes-marina-del-rey-2,"['bakeries', 'cupcakes']",Marina del Rey,zdAJoqtjUCOtD_HQ2vwaxw,33.98066819,-118.43769479999999,2,4.0,303.0,90292
menchies-frozen-yogurt-burbank,"['icecream', 'customcakes']",Burbank,zd9QJzTaNrANs9jai954bQ,34.16032,-118.34506999999999,1,3.5,191.0,91505
fishermans-island-la-los-angeles,['seafood'],Los Angeles,zd-2fhP-9KZgSjOB6bWKLw,34.003815,-118.3325408,2,4.5,69.0,90008
maple-house-chicken-and-waffles-ontario,"['soulfood', 'tradamerican', 'waffles']",Ontario,zcu-cKyXeih_8LcWcIqy6Q,34.08535922,-117.66922240000001,2,4.0,1267.0,91762
yum-yum-donuts-north-hollywood-2,"['donuts', 'coffee', 'sandwiches']",North Hollywood,zchMo6NJ_GaCH8Hj8AQE-g,34.208690000000004,-118.38832,1,3.5,27.0,91605
jimmy-deans-charbroiled-burgers-santa-clarita,"['burgers', 'breakfast_brunch']",Santa Clarita,zcdxmuyQLLlgUfak_2P-cw,34.38044,-118.53466,1,3.5,157.0,91321
lamonicas-new-york-pizza-los-angeles,"['pizza', 'chicken_wings']",Los Angeles,zcZWzI0sE51fOV6Ao-c_TA,34.06098175,-118.44672390000001,1,4.0,987.0,90024
restaurant-917-carson,"['newamerican', 'cocktailbars']",Carson,zcTsUa_ER96JXO75nUcDOw,33.8510213,-118.2801942,3,4.5,192.0,90745
ilobasqueño-restaurant-los-angeles-2,['salvadoran'],Los Angeles,zbnefB2bpdbNZuSITNEyNw,34.0836593,-118.3099712,1,4.0,76.0,90038.0
mama-ds-redondo-beach-redondo-beach,"['italian', 'salad', 'pizza']",Redondo Beach,zbiOS63Unr2fqGXiPgFLpA,33.824909999999996,-118.38578999999999,2,4.5,481.0,90277
zpizza-west-hollywood,"['pizza', 'vegan', 'gluten_free']",West Hollywood,zbg1TlNbUzztQrc-bZ5N3A,34.0852999,-118.38405,1,4.0,531.0,90069
